=== PAGE 1 ===
# Kenya 2019 SAM: every non-empty cell of the matrix, one line per cell, reshaped from the stored CSV. Units: billions of Kenyan shillings.
# Payments run from the column account to the row account (for an activity column: purchases of commodities, factor payments, taxes; the Total row is gross output).
# Format: SAM | row account (code) | column account (code) | value
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Urban (quintile 2) (hhd-u2) | 1
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Urban (quintile 3) (hhd-u3) | 4
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Urban (quintile 4) (hhd-u4) | 19
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Households - Urban (quintile 5) (hhd-u5) | 309
Kenya 2019 SAM | Taxes - Direct (personal or corporate) (dtax) | Total (total) | 737
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Other cereals (cocer) | 13
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Pulses (cpuls) | 2
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Tobacco (ctoba) | 1
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Fruits and nuts (cfrui) | 1
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Processed foods (cfood) | 25
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Beverage and tobacco (cbeve) | 2
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Textiles, clothing and footwear (ctext) | 16
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Wood and paper products (cwood) | 6
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Chemicals and petroleum (cchem) | 22
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Non-metal minerals (cnmet) | 5
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Metals and metal products (cmetl) | 17
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Machinery, equipment and vehicles (cmach) | 28
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Commodities - Other manufacturing (coman) | 5
Kenya 2019 SAM | Taxes - Imports (products) (mtax) | Total (total) | 141
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Vegetables (cvege) | 1
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Sugarcane (csugr) | 16
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Tobacco (ctoba) | 1
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Cotton and fibres (ccott) | 4
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Coffee, tea and cocoa (ccoff) | 12
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Other crops (cocrp) | 4
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Cattle and raw milk (ccatt) | 44
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Poultry and eggs (cpoul) | 10
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Other livestock (coliv) | 16
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Fisheries (cfish) | 9
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Mining (cmine) | 3
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Processed foods (cfood) | 125
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Beverage and tobacco (cbeve) | 106
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Textiles, clothing and footwear (ctext) | 32
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Wood and paper products (cwood) | 11
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Chemicals and petroleum (cchem) | 87
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Non-metal minerals (cnmet) | 1
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Metals and metal products (cmetl) | 13
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Machinery, equipment and vehicles (cmach) | 26
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Other manufacturing (coman) | 11
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Electricity, gas and steam (celec) | 14
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Water supply and sewage (cwatr) | 6
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Wholesale and retail trade (ctrad) | 24
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Transportation and storage (ctran) | 8
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Accommodation and food services (chotl) | 49
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Information and communication (ccomm) | 19
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Finance and insurance (cfsrv) | 3
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Business services (cbsrv) | 19
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Commodities - Other services (cosrv) | 4
Kenya 2019 SAM | Taxes - Sales, excise and/or value-added (products) (stax) | Total (total) | 678
Kenya 2019 SAM | Savings-investment (s-i) | Enterprises (ent) | 355
Kenya 2019 SAM | Savings-investment (s-i) | Households - Rural (quintile 1) (hhd-r1) | 6
Kenya 2019 SAM | Savings-investment (s-i) | Households - Rural (quintile 2) (hhd-r2) | 14
Kenya 2019 SAM | Savings-investment (s-i) | Households - Rural (quintile 3) (hhd-r3) | 32
Kenya 2019 SAM | Savings-investment (s-i) | Households - Rural (quintile 4) (hhd-r4) | 71
Kenya 2019 SAM | Savings-investment (s-i) | Households - Rural (quintile 5) (hhd-r5) | 121
Kenya 2019 SAM | Savings-investment (s-i) | Households - Urban (quintile 1) (hhd-u1) | 1
Kenya 2019 SAM | Savings-investment (s-i) | Households - Urban (quintile 2) (hhd-u2) | 4
Kenya 2019 SAM | Savings-investment (s-i) | Households - Urban (quintile 3) (hhd-u3) | 8
Kenya 2019 SAM | Savings-investment (s-i) | Households - Urban (quintile 4) (hhd-u4) | 54
Kenya 2019 SAM | Savings-investment (s-i) | Households - Urban (quintile 5) (hhd-u5) | 419
Kenya 2019 SAM | Savings-investment (s-i) | Government (gov) | -7
Kenya 2019 SAM | Savings-investment (s-i) | Rest of world (row) | 616
Kenya 2019 SAM | Savings-investment (s-i) | Total (total) | 1694
Kenya 2019 SAM | Change in stocks (dstk) | Savings-investment (s-i) | 63
Kenya 2019 SAM | Change in stocks (dstk) | Total (total) | 63
Kenya 2019 SAM | Rest of world (row) | Commodities - Maize (cmaiz) | 12
Kenya 2019 SAM | Rest of world (row) | Commodities - Rice (crice) | 1
Kenya 2019 SAM | Rest of world (row) | Commodities - Other cereals (cocer) | 47
Kenya 2019 SAM | Rest of world (row) | Commodities - Pulses (cpuls) | 10
Kenya 2019 SAM | Rest of world (row) | Commodities - Oilseeds (coils) | 1
Kenya 2019 SAM | Rest of world (row) | Commodities - Vegetables (cvege) | 1
Kenya 2019 SAM | Rest of world (row) | Commodities - Tobacco (ctoba) | 5
Kenya 2019 SAM | Rest of world (row) | Commodities - Fruits and nuts (cfrui) | 3
Kenya 2019 SAM | Rest of world (row) | Commodities - Coffee, tea and cocoa (ccoff) | 2
Kenya 2019 SAM | Rest of world (row) | Commodities - Other crops (cocrp) | 4
Kenya 2019 SAM | Rest of world (row) | Commodities - Poultry and eggs (cpoul) | 1
Kenya 2019 SAM | Rest of world (row) | Commodities - Other livestock (coliv) | 1
Kenya 2019 SAM | Rest of world (row) | Commodities - Mining (cmine) | 17
Kenya 2019 SAM | Rest of world (row) | Commodities - Processed foods (cfood) | 154
Kenya 2019 SAM | Rest of world (row) | Commodities - Beverage and tobacco (cbeve) | 10
Kenya 2019 SAM | Rest of world (row) | Commodities - Textiles, clothing and footwear (ctext) | 63
Kenya 2019 SAM | Rest of world (row) | Commodities - Wood and paper products (cwood) | 31
Kenya 2019 SAM | Rest of world (row) | Commodities - Chemicals and petroleum (cchem) | 590
Kenya 2019 SAM | Rest of world (row) | Commodities - Non-metal minerals (cnmet) | 26
Kenya 2019 SAM | Rest of world (row) | Commodities - Metals and metal products (cmetl) | 136
Kenya 2019 SAM | Rest of world (row) | Commodities - Machinery, equipment and vehicles (cmach) | 631
Kenya 2019 SAM | Rest of world (row) | Commodities - Other manufacturing (coman) | 25
Kenya 2019 SAM | Rest of world (row) | Commodities - Construction (ccons) | 47
Kenya 2019 SAM | Rest of world (row) | Commodities - Wholesale and retail trade (ctrad) | 7
Kenya 2019 SAM | Rest of world (row) | Commodities - Transportation and storage (ctran) | 46
Kenya 2019 SAM | Rest of world (row) | Commodities - Accommodation and food services (chotl) | 30
Kenya 2019 SAM | Rest of world (row) | Commodities - Finance and insurance (cfsrv) | 37
Kenya 2019 SAM | Rest of world (row) | Commodities - Business services (cbsrv) | 107
Kenya 2019 SAM | Rest of world (row) | Commodities - Public administration (cpadm) | 26
Kenya 2019 SAM | Rest of world (row) | Factors - Capital (fcap) | 127
Kenya 2019 SAM | Rest of world (row) | Households - Urban (quintile 5) (hhd-u5) | 1
Kenya 2019 SAM | Rest of world (row) | Government (gov) | 145
Kenya 2019 SAM | Rest of world (row) | Total (total) | 2346
Kenya 2019 SAM | Total (total) | Activities - Maize (amaiz) | 718
Kenya 2019 SAM | Total (total) | Activities - Rice (arice) | 37
Kenya 2019 SAM | Total (total) | Activities - Other cereals (aocer) | 190
Kenya 2019 SAM | Total (total) | Activities - Pulses (apuls) | 589
Kenya 2019 SAM | Total (total) | Activities - Oilseeds (aoils) | 57
Kenya 2019 SAM | Total (total) | Activities - Roots (aroot) | 264
Kenya 2019 SAM | Total (total) | Activities - Vegetables (avege) | 568
Kenya 2019 SAM | Total (total) | Activities - Sugarcane (asugr) | 89
Kenya 2019 SAM | Total (total) | Activities - Tobacco (atoba) | 10
Kenya 2019 SAM | Total (total) | Activities - Cotton and fibres (acott) | 23
Kenya 2019 SAM | Total (total) | Activities - Fruits and nuts (afrui) | 462
Kenya 2019 SAM | Total (total) | Activities - Coffee, tea and cocoa (acoff) | 250
Kenya 2019 SAM | Total (total) | Activities - Other crops (aocrp) | 99
Kenya 2019 SAM | Total (total) | Activities - Cattle and raw milk (acatt) | 796
Kenya 2019 SAM | Total (total) | Activities - Poultry and eggs (apoul) | 150
Kenya 2019 SAM | Total (total) | Activities - Other livestock (aoliv) | 213
Kenya 2019 SAM | Total (total) | Activities - Forestry (afore) | 148
Kenya 2019 SAM | Total (total) | Activities - Fisheries (afish) | 107
Kenya 2019 SAM | Total (total) | Activities - Mining (amine) | 118
Kenya 2019 SAM | Total (total) | Activities - Processed foods (afood) | 1292
Kenya 2019 SAM | Total (total) | Activities - Beverage and tobacco (abeve) | 286
Kenya 2019 SAM | Total (total) | Activities - Textiles, clothing and footwear (atext) | 263
Kenya 2019 SAM | Total (total) | Activities - Wood and paper products (awood) | 127
Kenya 2019 SAM | Total (total) | Activities - Chemicals and petroleum (achem) | 227
Kenya 2019 SAM | Total (total) | Activities - Non-metal minerals (anmet) | 106
Kenya 2019 SAM | Total (total) | Activities - Metals and metal products (ametl) | 187
Kenya 2019 SAM | Total (total) | Activities - Machinery, equipment and vehicles (amach) | 97
Kenya 2019 SAM | Total (total) | Activities - Other manufacturing (aoman) | 331
Kenya 2019 SAM | Total (total) | Activities - Electricity, gas and steam (aelec) | 239
Kenya 2019 SAM | Total (total) | Activities - Water supply and sewage (awatr) | 59
Kenya 2019 SAM | Total (total) | Activities - Construction (acons) | 1295
Kenya 2019 SAM | Total (total) | Activities - Wholesale and retail trade (atrad) | 1283
Kenya 2019 SAM | Total (total) | Activities - Transportation and storage (atran) | 1368
Kenya 2019 SAM | Total (total) | Activities - Accommodation and food services (ahotl) | 352
Kenya 2019 SAM | Total (total) | Activities - Information and communication (acomm) | 181
Kenya 2019 SAM | Total (total) | Activities - Finance and insurance (afsrv) | 470
Kenya 2019 SAM | Total (total) | Activities - Real estate activities (areal) | 768
Kenya 2019 SAM | Total (total) | Activities - Business services (absrv) | 453
Kenya 2019 SAM | Total (total) | Activities - Public administration (apadm) | 635
Kenya 2019 SAM | Total (total) | Activities - Education (aeduc) | 743
Kenya 2019 SAM | Total (total) | Activities - Health and social work (aheal) | 270
Kenya 2019 SAM | Total (total) | Activities - Other services (aosrv) | 177
Kenya 2019 SAM | Total (total) | Commodities - Maize (cmaiz) | 726
Kenya 2019 SAM | Total (total) | Commodities - Rice (crice) | 44
Kenya 2019 SAM | Total (total) | Commodities - Other cereals (cocer) | 254
Kenya 2019 SAM | Total (total) | Commodities - Pulses (cpuls) | 539
Kenya 2019 SAM | Total (total) | Commodities - Oilseeds (coils) | 62
Kenya 2019 SAM | Total (total) | Commodities - Roots (croot) | 239
Kenya 2019 SAM | Total (total) | Commodities - Vegetables (cvege) | 590
Kenya 2019 SAM | Total (total) | Commodities - Sugarcane (csugr) | 92
Kenya 2019 SAM | Total (total) | Commodities - Tobacco (ctoba) | 19
Kenya 2019 SAM | Total (total) | Commodities - Cotton and fibres (ccott) | 31
Kenya 2019 SAM | Total (total) | Commodities - Fruits and nuts (cfrui) | 407
Kenya 2019 SAM | Total (total) | Commodities - Coffee, tea and cocoa (ccoff) | 314
Kenya 2019 SAM | Total (total) | Commodities - Other crops (cocrp) | 126
Kenya 2019 SAM | Total (total) | Commodities - Cattle and raw milk (ccatt) | 836
Kenya 2019 SAM | Total (total) | Commodities - Poultry and eggs (cpoul) | 129
Kenya 2019 SAM | Total (total) | Commodities - Other livestock (coliv) | 233
Kenya 2019 SAM | Total (total) | Commodities - Forestry (cfore) | 189
Kenya 2019 SAM | Total (total) | Commodities - Fisheries (cfish) | 126
Kenya 2019 SAM | Total (total) | Commodities - Mining (cmine) | 155
Kenya 2019 SAM | Total (total) | Commodities - Processed foods (cfood) | 1925
Kenya 2019 SAM | Total (total) | Commodities - Beverage and tobacco (cbeve) | 426
Kenya 2019 SAM | Total (total) | Commodities - Textiles, clothing and footwear (ctext) | 447
Kenya 2019 SAM | Total (total) | Commodities - Wood and paper products (cwood) | 199
Kenya 2019 SAM | Total (total) | Commodities - Chemicals and petroleum (cchem) | 1037
Kenya 2019 SAM | Total (total) | Commodities - Non-metal minerals (cnmet) | 158
Kenya 2019 SAM | Total (total) | Commodities - Metals and metal products (cmetl) | 391
Kenya 2019 SAM | Total (total) | Commodities - Machinery, equipment and vehicles (cmach) | 842
Kenya 2019 SAM | Total (total) | Commodities - Other manufacturing (coman) | 399
Kenya 2019 SAM | Total (total) | Commodities - Electricity, gas and steam (celec) | 253
Kenya 2019 SAM | Total (total) | Commodities - Water supply and sewage (cwatr) | 66
Kenya 2019 SAM | Total (total) | Commodities - Construction (ccons) | 1342
Kenya 2019 SAM | Total (total) | Commodities - Wholesale and retail trade (ctrad) | 1315
Kenya 2019 SAM | Total (total) | Commodities - Transportation and storage (ctran) | 1422
Kenya 2019 SAM | Total (total) | Commodities - Accommodation and food services (chotl) | 430
Kenya 2019 SAM | Total (total) | Commodities - Information and communication (ccomm) | 200
Kenya 2019 SAM | Total (total) | Commodities - Finance and insurance (cfsrv) | 511
Kenya 2019 SAM | Total (total) | Commodities - Real estate activities (creal) | 768
Kenya 2019 SAM | Total (total) | Commodities - Business services (cbsrv) | 579
Kenya 2019 SAM | Total (total) | Commodities - Public administration (cpadm) | 662
Kenya 2019 SAM | Total (total) | Commodities - Education (ceduc) | 743
Kenya 2019 SAM | Total (total) | Commodities - Health and social work (cheal) | 270
Kenya 2019 SAM | Total (total) | Commodities - Other services (cosrv) | 182
Kenya 2019 SAM | Total (total) | Transaction costs (trc) | 1348
Kenya 2019 SAM | Total (total) | Factors - Labor - Low (not finished primary schooling) (flab-n) | 196
Kenya 2019 SAM | Total (total) | Factors - Labor - Medium (finished primary, but not finished secondary schooling) (flab-p) | 1018
Kenya 2019 SAM | Total (total) | Factors - Labor - High (finished secondary and/or tertiary schooling) (flab-s) | 2209
Kenya 2019 SAM | Total (total) | Factors - Agricultural land (flnd) | 1118
Kenya 2019 SAM | Total (total) | Factors - Capital (fcap) | 4322
Kenya 2019 SAM | Total (total) | Enterprises (ent) | 3782
Kenya 2019 SAM | Total (total) | Households - Rural (quintile 1) (hhd-r1) | 462
Kenya 2019 SAM | Total (total) | Households - Rural (quintile 2) (hhd-r2) | 646
Kenya 2019 SAM | Total (total) | Households - Rural (quintile 3) (hhd-r3) | 857
Kenya 2019 SAM | Total (total) | Households - Rural (quintile 4) (hhd-r4) | 1014
Kenya 2019 SAM | Total (total) | Households - Rural (quintile 5) (hhd-r5) | 1025
Kenya 2019 SAM | Total (total) | Households - Urban (quintile 1) (hhd-u1) | 52
Kenya 2019 SAM | Total (total) | Households - Urban (quintile 2) (hhd-u2) | 127
Kenya 2019 SAM | Total (total) | Households - Urban (quintile 3) (hhd-u3) | 248
Kenya 2019 SAM | Total (total) | Households - Urban (quintile 4) (hhd-u4) | 609
Kenya 2019 SAM | Total (total) | Households - Urban (quintile 5) (hhd-u5) | 3432
Kenya 2019 SAM | Total (total) | Government (gov) | 1808
Kenya 2019 SAM | Total (total) | Taxes - Direct (personal or corporate) (dtax) | 737
Kenya 2019 SAM | Total (total) | Taxes - Imports (products) (mtax) | 141
Kenya 2019 SAM | Total (total) | Taxes - Sales, excise and/or value-added (products) (stax) | 678
Kenya 2019 SAM | Total (total) | Savings-investment (s-i) | 1694
Kenya 2019 SAM | Total (total) | Change in stocks (dstk) | 63
Kenya 2019 SAM | Total (total) | Rest of world (row) | 2346
Kenya 2019 SAM | Total (total) | Total (total) | 65710
